Prix,year,origin,firstCirculationDate,firstHand,energy,gearbox,externalColor,doors,critAir,owners,mileage_value,co2_value,powerDIN_value,ratedHorsePower_value
30490.0,2022,France,2022-03-09,Non,Essence,Manuelle,gris,5.0,1,2.0,37944,140,130,7
21640.0,2020,France,2020-03-08,Oui,Essence,Automatique,gris foncé,5.0,1,2.0,85331,115,131,7
38730.0,2022,France,2022-02-16,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,79456,115,225,10
66250.0,2024,France,2024-04-08,Non,Hybride essence électrique,Automatique,gris foncé metal,5.0,1,1.0,9540,36,200,11
26660.0,2017,France,2017-03-27,Non,Essence,Manuelle,rouge metal,2.0,1,1.0,47800,154,160,9
25180.0,2020,France,2020-09-05,Non,Essence,Manuelle,ROUGE ULTIMATE,5.0,1,2.0,65788,113,131,7
17720.0,2021,France,2022-05-01,Oui,Essence,Manuelle,jaune,5.0,1,2.0,24677,123,101,5
23000.0,2020,France,2020-05-03,Oui,Essence,Manuelle,noir,5.0,1,2.0,106723,118,131,7
107230.0,2016,France,2016-05-16,Non,Essence,Automatique,rouge verni,3.0,1,2.0,53110,219,510,41
23530.0,2023,France,2023-04-11,Non,Essence,Manuelle,gris,5.0,1,2.0,32249,120,110,6
24480.0,2020,France,2020-03-19,Non,Essence,Manuelle,rouge,5.0,1,2.0,32725,96,101,5
23970.0,2022,France,2022-10-27,Oui,Essence,Manuelle,jaune,5.0,1,2.0,37428,119,101,5
24590.0,2020,France,2020-06-22,Non,Electrique,Automatique,GALACTIC GREY,5.0,0,2.0,109141,0,38,1
23600.0,2022,France,2022-10-13,Non,Essence,Automatique,blanc,5.0,1,1.0,21860,125,120,6
34700.0,2020,France,2020-11-11,Non,Essence,Automatique,ROUGE FONCE,5.0,1,3.0,75536,131,200,11
33020.0,2018,France,2018-08-22,Non,Diesel,Automatique,GRIS STROMBOLI,5.0,2,3.0,165201,127,210,11
26640.0,2021,France,2021-05-03,Non,Diesel,Manuelle,BLANC,5.0,2,2.0,58280,135,116,6
43590.0,2024,France,2024-06-12,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,1,176,150,7
41450.0,2019,Importé,2019-01-08,Non,Diesel,Manuelle,blanc,5.0,1,2.0,96722,207,143,6
33270.0,2020,France,2020-09-10,Non,Diesel,Automatique,Gris,5.0,2,2.0,64491,112,150,8
29360.0,2017,France,2017-05-12,Non,Essence,Automatique,gris,5.0,1,2.0,107756,144,252,15
23650.0,2018,France,2018-12-30,Non,Essence,Manuelle,vert foncé metal,5.0,1,2.0,55361,117,131,7
92590.0,2021,France,2022-08-01,Non,Hybride diesel électrique,Automatique,Blanc,5.0,1,1.0,112118,28,195,11
34200.0,2020,France,2020-05-23,Non,Diesel,Manuelle,blanc,2.0,2,2.0,73157,184,161,7
27630.0,2020,Importé,2020-12-20,Non,Diesel,Manuelle,Blanc,4.0,2,2.0,106560,156,102,7
29410.0,2023,Importé,2023-11-23,Non,Essence,Manuelle,vert,5.0,1,2.0,19430,126,130,7
44680.0,2020,France,2021-04-01,Non,Essence,Automatique,bleu,5.0,1,2.0,36400,153,301,19
28060.0,2020,France,2020-10-27,Non,Diesel,Automatique,noir,5.0,2,2.0,88236,123,150,8
28270.0,2019,France,2019-07-19,Oui,Diesel,Automatique,noir,5.0,2,2.0,146900,113,116,6
32460.0,2023,France,2023-06-23,Oui,Diesel,Automatique,gris quartz metal,5.0,2,2.0,12199,131,120,6
16930.0,2018,France,2018-03-23,Non,Diesel,Manuelle,blanc opaque (verni sans reflet),5.0,2,2.0,163511,120,131,7
16970.0,2021,France,2021-04-17,Oui,Diesel,Manuelle,noir,5.0,2,2.0,96831,119,116,6
63990.0,2013,France,2013-10-09,Non,Essence,Automatique,gris foncé verni,5.0,1,2.0,79999,229,561,47
24620.0,2019,Importé,2020-02-01,Oui,Diesel,Manuelle,gris clair,5.0,2,2.0,111339,110,150,7
56710.0,2020,France,2020-10-07,Non,Hybride essence électrique,Automatique,bleu marine metal,4.0,1,2.0,17599,46,303,17
35840.0,2023,France,2023-10-23,Oui,Diesel,Automatique,Blanc,5.0,2,2.0,6548,125,131,7
20100.0,2020,France,2020-08-02,Oui,Diesel,Manuelle,gris,5.0,2,2.0,38483,112,116,6
34020.0,2018,France,2018-04-14,Non,Diesel,Automatique,Gris,2.0,2,2.0,145819,127,218,12
84830.0,2023,France,2023-06-17,Non,Essence,Automatique,gris quartz metal,5.0,1,2.0,1207,198,306,19
43030.0,2023,Importé,2023-12-27,Non,Diesel,Automatique,platine,5.0,1,2.0,6911,141,130,7
34200.0,2019,France,2019-08-11,Oui,Diesel,Automatique,gris metal,4.0,2,2.0,207680,202,177,7
58380.0,2017,France,2017-05-20,Non,Essence,Automatique,jaune verni,2.0,1,3.0,46800,281,422,33
16850.0,2021,France,2021-11-04,Non,Essence,Manuelle,gris titanium,5.0,1,2.0,51514,122,120,6
16100.0,2008,France,2008-08-25,Non,Diesel,Manuelle,blanc opaque (verni sans reflet),2.0,3,2.0,238068,237,99,8
24860.0,2020,France,2020-02-14,Non,Essence,Automatique,bleu,5.0,1,1.0,63926,115,131,7
12820.0,2019,France,2019-05-12,Non,Essence,Manuelle,gris,5.0,1,2.0,67838,105,90,5
42760.0,2021,Importé,2021-10-25,Oui,Diesel,Automatique,noir,5.0,1,2.0,63969,183,150,8
60740.0,2020,Importé,2020-06-07,Oui,Diesel,Automatique,noir,5.0,2,2.0,47181,150,286,17
36450.0,2021,Importé,2021-08-10,Non,Hybride essence électrique,Automatique,blanc,5.0,2,2.0,19884,150,286,10
28880.0,2017,France,2017-06-12,Non,Essence,Manuelle,marron,5.0,1,2.0,69223,117,131,7
30230.0,2019,France,2019-03-22,Oui,Diesel,Automatique,beige,5.0,2,2.0,70522,133,136,7
42100.0,2022,France,2022-10-08,Oui,Hybride essence électrique,Automatique,Bleu,5.0,1,2.0,40099,29,150,8
42330.0,2020,France,2020-10-25,Oui,Diesel,Automatique,gris,5.0,2,2.0,90775,141,190,11
184870.0,2017,Importé,2017-10-13,Non,Essence,Automatique,noir verni,2.0,1,2.0,48125,235,430,32
45480.0,2023,France,2023-12-23,Non,Diesel,Automatique,blanc,5.0,2,2.0,11,146,130,7
189420.0,2018,Importé,2018-10-15,Non,Essence,Automatique,noir metal,2.0,1,2.0,20475,220,450,35
27780.0,2022,France,2022-07-22,Oui,Diesel,Manuelle,gris anthracite metal,5.0,2,2.0,46259,130,131,7
15940.0,2021,France,2021-06-02,Non,Essence,Manuelle,gris,5.0,1,1.0,34200,96,83,4
83980.0,2020,Importé,2020-07-05,Oui,Essence,Automatique,gris opaque (verni sans reflet),5.0,1,1.0,24166,203,450,34
19780.0,2021,France,2022-01-02,Oui,Diesel,Manuelle,gris,5.0,2,1.0,44956,123,102,5
164850.0,2019,France,2019-07-04,Non,Hybride essence électrique,Automatique,argent,5.0,1,2.0,80172,69,550,42
26370.0,2023,France,2023-05-02,Non,Essence,Manuelle,gris,5.0,1,2.0,11,130,140,7
30510.0,2020,France,2020-10-30,Oui,Essence,Automatique,blanc metal,5.0,1,2.0,97958,128,181,10
34490.0,2022,France,2022-08-23,Oui,Diesel,Automatique,gris,5.0,2,2.0,25148,128,116,6
17390.0,2023,Importé,2023-02-10,Non,Essence,Manuelle,gris,5.0,1,2.0,18923,123,83,4
156120.0,2020,France,2020-04-29,Non,Essence,Automatique,noir,5.0,1,2.0,53375,257,600,52
23620.0,2018,France,2018-07-27,Non,Essence,Manuelle,blanc,5.0,1,2.0,50591,129,116,6
12170.0,2020,France,2020-02-11,Oui,Electrique,Automatique,blanc,5.0,0,2.0,68585,0,59,1
51800.0,2022,France,2022-08-28,Oui,Electrique,Automatique,blanc metal,5.0,0,2.0,9688,0,136,7
18510.0,2021,France,2021-08-16,Non,Essence,Automatique,gris,5.0,1,3.0,45726,97,101,5
31030.0,2022,France,2022-05-16,Oui,Diesel,Automatique,orange,5.0,2,3.0,51324,125,131,7
48230.0,2023,France,2023-03-18,Oui,Hybride essence électrique,Automatique,blanc,5.0,1,3.0,18333,132,180,10
15090.0,2017,France,2017-04-13,Non,Diesel,Manuelle,gris anthracite verni,5.0,2,2.0,134550,109,120,6
32430.0,2023,France,2024-06-01,Non,Diesel,Automatique,BLANC,5.0,2,1.0,31583,120,131,7
44960.0,2023,Importé,2023-12-18,Non,Essence,Automatique,noir,5.0,1,1.0,27173,147,136,7
23420.0,2022,France,2022-02-09,Oui,Diesel,Manuelle,ORANGE FUSION,5.0,2,1.0,63888,116,110,6
34980.0,2021,France,2021-04-10,Non,Diesel,Automatique,blanc verni,4.0,2,2.0,141729,200,143,6
77660.0,2019,France,2019-10-16,Non,Diesel,Automatique,gris,5.0,2,3.0,52103,178,286,18
28250.0,2020,Importé,2020-02-21,Non,Essence,Automatique,orange,5.0,1,3.0,101143,163,130,7
16830.0,2021,France,2021-06-12,Non,Essence,Manuelle,gris,5.0,1,2.0,92191,127,125,6
279980.0,2002,France,2002-04-05,Non,Essence,Manuelle,gris,2.0,3,2.0,23744,127,400,32
19420.0,2018,France,2018-07-05,Non,Diesel,Manuelle,noir,5.0,2,2.0,74576,123,109,6
38460.0,2023,France,2023-11-08,Oui,Essence,Automatique,KCA  GRIS ARTENSE METALLI,5.0,1,2.0,146,134,131,7
16310.0,2021,France,2021-05-02,Non,Essence,Manuelle,rouge,5.0,1,2.0,80734,113,90,4
22190.0,2021,France,2021-09-27,Oui,Essence,Manuelle,bleu,5.0,1,2.0,56296,125,101,5
22480.0,2021,France,2021-07-29,Oui,Diesel,Automatique,blanc,5.0,2,2.0,98595,135,116,6
40340.0,2020,France,2020-03-03,Non,Essence,Automatique,gris,5.0,1,2.0,59857,136,184,10
27880.0,2020,France,2020-06-12,Oui,Diesel,Automatique,Gris,5.0,2,2.0,96880,136,150,8
47670.0,2024,France,2024-03-28,Oui,Hybride essence électrique,Automatique,vert,4.0,1,2.0,3533,26,180,10
12700.0,2020,France,2020-02-14,Oui,Diesel,Manuelle,blanc verni,5.0,2,2.0,115806,86,102,5
28270.0,2020,France,2020-10-25,Oui,Essence,Automatique,bleu foncé,5.0,1,2.0,69959,117,131,7
33850.0,2017,France,2017-04-13,Non,Diesel,Automatique,noir,4.0,2,2.0,103431,134,272,16
15450.0,2017,France,2017-06-11,Non,Essence,Manuelle,NOIR,5.0,1,2.0,109819,139,110,6
19560.0,2019,Importé,2019-03-15,Non,Essence,Manuelle,blanc,5.0,1,2.0,73764,129,115,6
84780.0,2017,France,2017-03-03,Non,Essence,Automatique,gris verni,5.0,1,3.0,94686,223,605,52
29950.0,2024,France,2024-02-12,Non,Essence,Automatique,vert,5.0,1,3.0,11,142,131,7
164190.0,2020,France,2020-05-16,Non,Essence,Automatique,bleu marine metal,2.0,1,3.0,27560,206,385,27
27130.0,2019,Importé,2019-04-18,Oui,Essence,Automatique,noir metal,5.0,1,3.0,24307,117,130,7
26750.0,2018,France,2018-09-27,Non,Diesel,Automatique,blanc,5.0,2,2.0,89985,113,116,6
26760.0,2020,France,2020-11-03,Non,Diesel,Automatique,gris foncé,5.0,2,2.0,78817,116,116,6
33150.0,2023,Importé,2023-10-12,Non,Essence,Automatique,noir,5.0,2,2.0,16842,116,150,8
17900.0,2020,France,2020-12-24,Oui,Essence,Automatique,blanc,5.0,1,2.0,98022,125,150,8
21160.0,2022,France,2022-05-10,Non,Diesel,Manuelle,gris clair,5.0,2,3.0,23604,131,116,6
252980.0,2023,France,2023-03-18,Non,Essence,Automatique,noir,2.0,1,2.0,9790,247,480,37
212280.0,2021,France,2021-09-09,Non,Essence,Automatique,noir,2.0,1,3.0,23073,205,450,34
31040.0,2020,France,2020-08-30,Non,Essence,Automatique,blanc,5.0,1,2.0,49608,129,140,7
32480.0,2021,France,2021-10-29,Oui,Essence,Manuelle,bleu,5.0,1,2.0,51773,143,131,7
17420.0,2020,France,2020-03-22,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,71406,107,95,5
17190.0,2020,France,2020-03-29,Non,Essence,Manuelle,GRIS CLAIR,5.0,1,2.0,34552,104,95,5
23620.0,2021,France,2021-07-20,Oui,Diesel,Manuelle,blanc,4.0,2,2.0,164525,165,131,7
21550.0,2016,France,2016-06-06,Non,Diesel,Manuelle,noir,5.0,2,2.0,112875,97,150,7
21220.0,2022,France,2022-04-08,Non,Essence,Manuelle,gris,5.0,1,2.0,25035,117,90,5
34390.0,2020,France,2020-11-16,Oui,Essence,Manuelle,gris clair,5.0,1,2.0,42053,118,131,7
29920.0,2024,France,2024-02-18,Non,Essence,Automatique,platine,5.0,1,2.0,2672,130,131,7
108940.0,2020,Importé,2020-07-06,Non,Diesel,Automatique,gris,5.0,1,2.0,46752,207,286,19
90830.0,2022,France,2022-06-14,Non,Electrique,Automatique,gris,5.0,0,2.0,32681,0,215,12
18860.0,2018,France,2018-10-13,Non,Essence,Automatique,gris metal,3.0,1,2.0,83981,114,102,5
21220.0,2020,France,2020-12-17,Non,Essence,Automatique,bleu,5.0,1,3.0,71829,127,159,8
5610.0,2005,France,2005-12-05,Non,Essence,Manuelle,gris foncé metal,5.0,3,3.0,120797,145,75,5
62490.0,2022,Importé,2022-10-23,Non,Essence,Automatique,bleu metal,2.0,1,3.0,66011,154,184,10
24380.0,2021,France,2021-04-25,Non,Diesel,Manuelle,gris,5.0,2,2.0,33677,112,116,6
44340.0,2020,France,2020-09-22,Non,Essence,Automatique,bleu,5.0,1,2.0,37278,155,306,19
25070.0,2016,France,2016-11-22,Oui,Essence,Manuelle,rouge metal,2.0,1,2.0,49308,139,131,7
168170.0,2017,France,2017-06-15,Oui,Essence,Automatique,gris anthracite metal,2.0,1,2.0,20130,212,540,45
33860.0,2018,France,2018-03-04,Non,Diesel,Automatique,noir,5.0,2,4.0,90750,149,150,8
15710.0,2020,Importé,2020-03-06,Non,Essence,Manuelle,noir,5.0,2,4.0,98155,149,80,5
19680.0,2019,France,2019-08-29,Non,Diesel,Manuelle,gris,5.0,2,3.0,105872,117,120,6
21070.0,2021,France,2021-04-12,Non,Electrique,Automatique,gris metal,5.0,0,2.0,27750,117,122,4
14370.0,2020,France,2020-09-27,Oui,Essence,Manuelle,noir,5.0,1,2.0,45798,105,68,4
61780.0,2024,France,2024-12-14,Oui,Hybride essence électrique,Automatique,rouge verni,5.0,1,2.0,5450,30,180,10
26600.0,2023,France,2023-08-24,Non,Diesel,Manuelle,gris,5.0,2,2.0,12,106,100,5
35500.0,2023,France,2024-01-02,Non,Essence,Automatique,gris,5.0,1,2.0,11,145,130,7
19010.0,2022,France,2022-07-10,Non,Essence,Manuelle,Rouge,5.0,1,1.0,25536,125,95,5
34390.0,2022,France,2022-05-15,Oui,Hybride essence électrique,Automatique,bleu,5.0,1,1.0,60776,45,131,7
33580.0,2020,Importé,2020-08-24,Oui,Diesel,Automatique,noir,5.0,1,1.0,49734,45,160,8
74890.0,2019,Importé,2019-01-07,Non,Essence,Automatique,noir verni,2.0,1,1.0,64517,45,300,19
35960.0,2020,France,2020-07-07,Oui,Essence,Automatique,noir,5.0,1,1.0,42688,128,192,10
11010.0,2017,France,2017-08-18,Non,Essence,Manuelle,blanc,5.0,1,2.0,89930,105,80,4
26370.0,2021,France,2021-04-07,Non,Essence,Manuelle,GRIS PLATINIUM,5.0,1,2.0,64678,113,131,7
23480.0,2020,France,2020-06-29,Non,Essence,Manuelle,NOIR,5.0,1,2.0,45047,104,125,6
22880.0,2022,France,2022-10-13,Non,Essence,Manuelle,BLEU,5.0,1,2.0,10155,131,110,6
31350.0,2023,France,2023-03-19,Oui,Essence,Manuelle,BLANC,5.0,1,2.0,23412,139,131,7
15730.0,2020,France,2020-09-18,Oui,Diesel,Automatique,blanc,5.0,2,2.0,131912,98,131,6
48280.0,2014,France,2014-05-21,Non,Essence,Automatique,noir,5.0,1,2.0,127785,298,510,43
16220.0,2020,France,2020-08-28,Oui,Essence,Manuelle,gris,5.0,1,2.0,133840,107,116,6
15940.0,2022,France,2022-10-31,Oui,Essence,Automatique,gris clair,5.0,1,2.0,30659,130,91,5
211990.0,2021,Importé,2021-11-07,Oui,Essence,Automatique,bleu metal,2.0,1,2.0,17745,242,450,34
8620.0,2013,France,2013-02-15,Oui,Essence,Manuelle,blanc metal,3.0,1,2.0,68116,92,86,4
18790.0,2020,France,2020-11-11,Oui,Essence,Manuelle,gris clair,5.0,1,2.0,57022,122,136,7
35950.0,2024,France,2024-08-25,Oui,Electrique,Automatique,Noir Perla Nera P. M.,5.0,0,2.0,1110,0,78,4
39020.0,2020,Importé,2020-08-31,Oui,Diesel,Automatique,gris,5.0,1,2.0,67159,140,150,8
31880.0,2022,France,2023-05-01,Oui,Hybride essence électrique,Automatique,blanc nacre,5.0,1,2.0,22620,113,94,5
16090.0,2018,France,2018-08-13,Non,Essence,Manuelle,gris,5.0,1,2.0,109596,112,110,6
24070.0,2022,France,2022-10-03,Oui,Essence,Automatique,jaune,5.0,1,2.0,46464,122,100,5
14820.0,2018,France,2018-05-21,Non,Essence,Automatique,rouge,3.0,1,2.0,31270,111,69,4
27260.0,2024,France,2024-07-24,Non,Essence,Manuelle,rouge,5.0,1,2.0,12,115,100,5
63230.0,2022,France,2022-07-29,Non,Diesel,Automatique,blanc,5.0,1,2.0,28149,115,190,10
15210.0,2021,France,2021-02-17,Oui,Essence,Manuelle,gris quartz metal,5.0,1,2.0,31570,119,75,4
42900.0,2023,France,2023-10-25,Non,Diesel,Automatique,platine,5.0,2,2.0,12,135,130,7
55010.0,2020,France,2021-01-21,Oui,Essence,Automatique,blanc metal,5.0,1,2.0,69960,191,400,29
21330.0,2022,France,2022-05-06,Non,Essence,Manuelle,GRIS PLATINIUM,5.0,1,1.0,63969,118,101,5
38850.0,2024,France,2024-10-20,Non,Essence,Manuelle,blanc,5.0,1,1.0,23,118,130,7
31510.0,2022,France,2022-11-29,Non,Diesel,Automatique,noir,5.0,2,1.0,55966,127,131,7
7190.0,2009,France,2009-03-30,Non,Essence,Manuelle,noir metal,3.0,2,1.0,150000,134,60,4
26520.0,2021,France,2021-08-11,Non,Diesel,Automatique,gris,5.0,2,2.0,82675,98,131,6
48700.0,2023,France,2024-01-24,Non,Electrique,Automatique,P. M. Gris Acier,4.0,0,1.0,25436,0,78,9
18020.0,2022,France,2022-03-20,Oui,Bicarburation essence GPL,Manuelle,gris titanium,5.0,1,1.0,77232,111,101,5
19840.0,2019,France,2019-11-02,Non,Diesel,Manuelle,blanc verni,4.0,2,1.0,103950,137,116,5
27240.0,2022,France,2022-04-10,Non,Electrique,Automatique,blanc,5.0,0,2.0,29920,0,78,4
30550.0,2018,Importé,2018-08-16,Non,Essence,Manuelle,rouge verni,5.0,1,2.0,69884,159,192,12
4710.0,2008,France,2008-06-09,Non,Diesel,Manuelle,gris metal,3.0,3,2.0,67807,113,64,4
21580.0,2021,France,2021-09-09,Oui,Diesel,Automatique,bleu,5.0,2,2.0,14020,121,116,6
11010.0,2020,France,2021-01-23,Non,Essence,Manuelle,INC.,5.0,1,2.0,102375,108,105,5
13680.0,2020,France,2020-10-18,Oui,Diesel,Manuelle,ivoire,5.0,2,2.0,89896,111,90,5
53730.0,2023,France,2024-01-28,Oui,Electrique,Automatique,argent,5.0,0,2.0,7500,111,95,5
14860.0,2018,France,2019-09-01,Non,Diesel,Automatique,gris clair metal,5.0,2,2.0,141983,104,110,5
36360.0,2022,France,2022-02-13,Non,Essence,Automatique,METALLIC COOPER,5.0,1,1.0,32617,151,131,7
25050.0,2023,France,2023-11-09,Oui,Essence,Manuelle,bleu metal,5.0,1,1.0,11262,118,100,5
88450.0,2021,France,2021-06-06,Non,Electrique,Automatique,blanc metal,5.0,0,3.0,30500,118,215,9
37420.0,2020,France,2021-01-25,Non,Diesel,Automatique,noir,5.0,2,3.0,78144,158,150,9
97910.0,2014,France,2014-10-19,Non,Essence,Automatique,gris anthracite metal,2.0,1,2.0,68172,337,460,38
29740.0,2021,France,2021-10-20,Non,Essence,Manuelle,blanc,5.0,1,2.0,38031,113,131,7
25420.0,2019,Importé,2019-09-19,Oui,Diesel,Automatique,blanc metal,5.0,2,2.0,100580,118,150,8
78630.0,2016,France,2016-08-21,Non,Essence,Automatique,gris clair metal,5.0,1,4.0,97864,258,576,49
52760.0,2016,France,2016-04-18,Non,Diesel,Automatique,noir metal,5.0,2,1.0,52920,149,224,13
32700.0,2023,Importé,2023-06-17,Non,Hybride essence électrique,Automatique,rouge,5.0,1,1.0,12,139,129,7
122940.0,2013,Importé,2013-05-20,Non,Essence,Automatique,gris anthracite metal,3.0,1,1.0,87205,380,690,63
22800.0,2020,France,2020-02-10,Oui,Diesel,Automatique,bleu,5.0,2,1.0,134729,102,131,6
30510.0,2022,Importé,2022-03-31,Non,Essence,Automatique,blanc,5.0,1,1.0,33278,138,130,7
35830.0,2021,France,2021-03-10,Non,Electrique,Automatique,Clear White,5.0,0,1.0,49857,0,39,1
16080.0,2013,Importé,2014-04-01,Oui,Diesel,Manuelle,blanc,2.0,2,1.0,145878,119,39,8
20190.0,2022,Importé,2022-08-12,Non,Essence,Manuelle,rouge,5.0,1,1.0,15788,119,90,5
24160.0,2022,France,2022-06-02,Oui,Diesel,Automatique,GRIS FONCE,5.0,2,1.0,69834,131,120,6
14670.0,2020,France,2020-07-13,Oui,Diesel,Manuelle,gris metal,5.0,2,1.0,144640,105,131,6
28770.0,2020,France,2020-02-11,Oui,Bicarburation essence bioéthanol,Manuelle,blanc,5.0,1,1.0,92232,170,150,9
19230.0,2020,France,2020-11-22,Non,Essence,Manuelle,P. M. Gris Artense,5.0,1,2.0,32250,96,101,5
76300.0,2019,France,2019-11-14,Non,Diesel,Automatique,Gris,5.0,2,3.0,79898,166,286,18
20720.0,2021,France,2021-05-30,Oui,Essence,Automatique,gris clair metal,5.0,1,3.0,51926,133,101,5
24400.0,2017,France,2017-04-10,Non,Essence,Automatique,blanc nacre,5.0,1,3.0,98040,126,150,8
25420.0,2021,France,2021-12-07,Oui,Electrique,Automatique,rouge,5.0,0,3.0,13780,0,35,2
18480.0,2018,France,2019-04-01,Non,Diesel,Manuelle,Gris Minéral,5.0,2,2.0,84266,105,120,6
17740.0,2018,France,2018-04-28,Non,Essence,Automatique,gris clair,5.0,1,2.0,97843,110,110,6
14280.0,2017,France,2017-12-13,Non,Diesel,Manuelle,gris foncé,5.0,2,2.0,86900,95,110,5
102720.0,2022,France,2022-01-02,Non,Essence,Automatique,Gris,5.0,1,2.0,50377,207,400,28
25400.0,2018,France,2018-09-15,Non,Essence,Manuelle,gris metal,5.0,1,2.0,84443,124,131,7
19870.0,2019,France,2019-07-24,Non,Essence,Manuelle,gris,5.0,1,2.0,47970,128,90,5
32010.0,2023,France,2023-04-03,Oui,Essence,Automatique,noir,5.0,1,2.0,12282,135,110,6
35530.0,2023,France,2023-03-09,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,62,135,116,5
51360.0,2017,France,2017-02-18,Non,Diesel,Automatique,noir metal,5.0,2,1.0,100478,182,259,16
25980.0,2020,France,2020-11-24,Oui,Diesel,Manuelle,blanc,4.0,2,1.0,67860,128,102,5
25980.0,2020,France,2020-11-24,Oui,Diesel,Manuelle,blanc,4.0,2,1.0,67860,128,102,5
13720.0,2017,France,2017-06-16,Non,Essence,Manuelle,gris metal,5.0,1,3.0,108931,128,116,6
44510.0,2022,Importé,2022-02-24,Non,Diesel,Automatique,blanc nacre,4.0,2,3.0,68099,127,150,8
13730.0,2018,France,2018-07-17,Non,Diesel,Automatique,NOIR,5.0,2,2.0,178401,99,120,6
16990.0,2019,France,2019-08-22,Non,Diesel,Manuelle,platine,5.0,2,2.0,116438,99,110,5
42550.0,2024,Importé,2024-09-27,Non,Essence,Automatique,gris,5.0,1,2.0,11,150,150,8
31770.0,2021,France,2021-10-02,Oui,Essence,Manuelle,gris,5.0,1,2.0,21749,159,129,7
18540.0,2022,France,2022-07-15,Non,Essence,Manuelle,bleu,5.0,1,2.0,24500,118,75,4
35840.0,2021,France,2021-11-20,Oui,Diesel,Automatique,noir,5.0,2,2.0,81177,131,150,7
65700.0,2020,France,2020-04-05,Non,Diesel,Automatique,noir,5.0,2,4.0,128395,169,301,19
34680.0,2018,France,2018-07-02,Non,Diesel,Automatique,noir,5.0,2,2.0,116232,129,170,9
15370.0,2018,France,2018-02-24,Non,Diesel,Manuelle,gris,5.0,2,1.0,51854,79,99,4
32840.0,2020,France,2020-04-24,Non,Essence,Automatique,noir,2.0,1,3.0,68051,126,150,8
37080.0,2013,France,2013-07-21,Non,Diesel,Automatique,blanc,2.0,2,9.0,91838,213,200,13
9770.0,2011,France,2011-07-19,Oui,Bicarburation essence bioéthanol,Manuelle,gris foncé metal,5.0,2,9.0,106493,174,110,7
17280.0,2016,France,2016-09-04,Non,Hybride diesel électrique,Automatique,blanc verni,5.0,2,6.0,158920,102,163,8
13660.0,2019,France,2019-07-02,Non,Essence,Manuelle,gris metal,5.0,1,2.0,83838,97,101,5
73980.0,2020,France,2020-09-07,Non,Essence,Automatique,gris,5.0,1,2.0,70241,181,422,31
48780.0,2024,Importé,2025-01-13,Non,Essence,Automatique,titane,5.0,1,2.0,12,136,130,7
24980.0,2019,France,2019-08-11,Oui,Diesel,Manuelle,noir,5.0,2,2.0,124875,115,116,6
18590.0,2011,France,2011-05-03,Non,Essence,Automatique,gris metal,5.0,2,2.0,120000,199,200,12
16040.0,2017,France,2018-04-01,Non,Diesel,Manuelle,GRIS,4.0,2,3.0,92880,101,150,7
34770.0,2018,France,2018-11-06,Non,Diesel,Automatique,noir metal,5.0,2,4.0,120697,159,301,19
35490.0,2020,France,2020-07-03,Oui,Essence,Automatique,gris clair,5.0,1,4.0,48485,139,150,8
26000.0,2019,Importé,2019-11-13,Non,Essence,Automatique,gris,5.0,1,4.0,80624,139,116,6
68960.0,2019,France,2019-02-13,Non,Diesel,Automatique,noir,5.0,2,5.0,63759,152,286,18
29470.0,2023,France,2023-12-26,Oui,Essence,Manuelle,blanc,5.0,1,5.0,19090,132,110,6
16920.0,2020,France,2020-05-31,Oui,Essence,Manuelle,gris,5.0,1,5.0,71874,105,65,4
26700.0,2022,France,2022-01-12,Oui,Electrique,Automatique,blanc,5.0,0,5.0,35531,0,78,4
54490.0,2019,France,2019-09-04,Non,Essence,Automatique,argent,5.0,1,5.0,85170,170,252,15
39010.0,2024,France,2024-05-29,Oui,Essence,Automatique,blanc,5.0,1,5.0,1,128,130,7
46860.0,2023,France,2023-06-06,Oui,Diesel,Automatique,argent,5.0,2,5.0,24131,133,150,8
39650.0,2024,France,2024-07-15,Oui,Essence,Automatique,blanc,5.0,1,5.0,1,128,130,7
94580.0,2023,France,2023-02-12,Non,Hybride essence électrique,Automatique,NOIR,4.0,1,2.0,62,94,272,16
340580.0,2018,Importé,2018-02-05,Non,Essence,Automatique,rouge verni,2.0,1,2.0,20664,260,670,61
31620.0,2019,France,2019-03-22,Oui,Essence,Manuelle,blanc verni,2.0,1,2.0,39164,154,160,9
32110.0,2023,France,2023-07-31,Oui,Essence,Automatique,GRIS ARTENSE,5.0,1,2.0,1646,122,131,7
23570.0,2019,France,2019-05-03,Oui,Essence,Manuelle,blanc metal,2.0,1,2.0,103270,127,105,6
29870.0,2017,France,2017-04-10,Non,Diesel,Manuelle,Blanc,4.0,2,3.0,105000,106,136,7
44980.0,2014,France,2014-09-11,Non,Essence,Automatique,gris anthracite metal,5.0,1,5.0,198313,225,420,31
35380.0,2020,France,2020-07-08,Oui,Diesel,Automatique,rouge,4.0,2,5.0,28958,104,150,7
30760.0,2019,France,2020-11-01,Non,Diesel,Automatique,gris anthracite metal,5.0,2,2.0,52707,111,180,9
75460.0,2020,France,2020-12-28,Oui,Diesel,Automatique,bleu,3.0,2,2.0,92986,155,320,20
